Driver,LapNumber,TyreAge,LapDelta,Compound_Num,TrackTemp,Rainfall,SafetyCar,PitNextLap
VER,30.0,16,-0.022,0,28.7,0,0,0
HUL,29.0,3,0.417,2,28.7,0,0,0
PER,30.0,13,-0.333,0,28.7,0,0,0
LEC,30.0,17,-0.057,2,28.7,0,0,0
NOR,29.0,2,-30.403,1,28.7,0,0,0
SAI,30.0,17,0.051,2,28.7,0,0,1
HAM,30.0,18,2.795,2,28.7,0,0,0
ALO,30.0,16,-0.303,2,28.7,0,0,0
RUS,30.0,17,-0.251,2,28.7,0,0,1
STR,30.0,15,2.757,2,28.7,0,0,0
BOT,30.0,1,16.666,2,28.7,0,0,0
SAR,30.0,18,2.736,0,28.7,0,0,0
ZHO,30.0,18,0.021,2,28.7,0,0,0
ALB,30.0,4,-0.196,2,28.7,0,0,0
MAG,30.0,1,18.954,0,28.7,0,0,0
GAS,30.0,5,-0.252,2,28.7,0,0,0
TSU,30.0,4,0.368,2,28.7,0,0,0
DEV,30.0,3,-0.412,2,28.7,0,0,0
VER,31.0,17,-0.118,0,28.7,0,0,0
OCO,30.0,15,-1.424,2,28.7,0,0,0
HUL,30.0,4,0.219,2,28.7,0,0,0
PER,31.0,14,0.519,0,28.7,0,0,0
LEC,31.0,18,0.356,2,28.7,0,0,0
NOR,30.0,3,0.345,1,28.7,0,0,0
SAI,31.0,18,2.673,2,28.7,0,0,0
ALO,31.0,17,-0.273,2,28.7,0,0,0
HAM,31.0,1,18.328,2,28.7,0,0,0
RUS,31.0,18,2.494,2,28.7,0,0,0
STR,31.0,1,15.596,2,28.7,0,0,0
ZHO,31.0,19,0.288,2,28.7,0,0,1
SAR,31.0,1,16.894,2,28.7,0,0,0
BOT,31.0,2,-21.507,2,28.7,0,0,0
ALB,31.0,5,0.173,2,28.7,0,0,0
GAS,31.0,6,0.208,2,28.7,0,0,0
TSU,31.0,5,-0.334,2,28.7,0,0,0
DEV,31.0,4,0.2,2,28.7,0,0,0
VER,32.0,18,0.26,0,28.7,0,0,0
OCO,31.0,16,-0.009,2,28.7,0,0,1
MAG,31.0,2,-22.34,0,28.7,0,0,0
HUL,31.0,5,0.274,2,28.7,0,0,0
PER,32.0,15,-0.197,0,28.7,0,0,0
LEC,32.0,19,0.202,2,28.7,0,0,1
NOR,31.0,4,0.163,1,28.7,0,0,0
SAI,32.0,1,17.218,2,28.7,0,0,0
ALO,32.0,18,-0.138,2,28.7,0,0,0
RUS,32.0,1,17.659,2,28.7,0,0,0
HAM,32.0,2,-21.94,2,28.7,0,0,0
STR,32.0,2,-20.517,2,28.7,0,0,0
ZHO,32.0,20,2.426,2,28.7,0,0,0
BOT,32.0,3,0.296,2,28.7,0,0,0
ALB,32.0,6,-0.185,2,28.7,0,0,0
GAS,32.0,7,0.044,2,28.7,0,0,0
TSU,32.0,6,0.204,2,28.7,0,0,0
SAR,32.0,2,-21.69,2,28.7,0,0,0
DEV,32.0,5,-0.007,2,28.7,0,0,0
VER,33.0,19,-0.005,0,28.7,0,0,0
OCO,32.0,17,4.548,2,28.7,0,0,0
MAG,32.0,3,-0.949,0,28.7,0,0,0
HUL,32.0,6,-0.085,2,28.7,0,0,0
PER,33.0,16,0.147,0,28.7,0,0,1
LEC,33.0,20,2.375,2,28.7,0,0,0
NOR,32.0,5,0.343,1,28.7,0,0,0
ALO,33.0,19,-0.102,2,28.7,0,0,1
SAI,33.0,2,-20.944,2,28.7,0,0,0
HAM,33.0,3,-0.014,2,28.7,0,0,0
STR,33.0,3,0.664,2,28.7,0,0,0
RUS,33.0,2,-21.473,2,28.7,0,0,0
BOT,33.0,4,0.1,2,28.7,0,0,0
ZHO,33.0,1,17.563,0,28.7,0,0,0
ALB,33.0,7,0.185,2,28.7,0,0,0
GAS,33.0,8,-0.038,2,28.7,0,0,0
TSU,33.0,7,0.077,2,28.7,0,0,0
SAR,33.0,3,0.249,2,28.7,0,0,0
DEV,33.0,6,0.031,2,28.7,0,0,0
VER,34.0,20,0.153,0,28.7,0,0,0
MAG,33.0,4,-0.547,0,28.7,0,0,0
HUL,33.0,7,-0.045,2,28.7,0,0,0
OCO,33.0,1,34.398,2,28.7,0,0,0
PER,34.0,17,2.817,0,28.7,0,0,0
NOR,33.0,6,-0.591,1,28.7,0,0,0
LEC,34.0,1,18.154,2,28.7,0,0,0
ALO,34.0,20,2.584,2,28.7,0,0,0
SAI,34.0,3,-0.073,2,28.7,0,0,0
HAM,34.0,4,0.586,2,28.7,0,0,0
STR,34.0,4,-0.042,2,28.7,0,0,0
RUS,34.0,3,0.09,2,28.7,0,0,0
BOT,34.0,5,-0.001,2,28.7,0,0,0
ALB,34.0,8,-0.143,2,28.7,0,0,0
GAS,34.0,9,0.048,2,28.7,0,0,0
TSU,34.0,8,0.036,2,28.7,0,0,0
SAR,34.0,4,0.04,2,28.7,0,0,0
DEV,34.0,7,0.333,2,28.7,0,0,0
VER,35.0,21,0.011,0,28.7,0,0,1
ZHO,34.0,2,-22.622,0,28.7,0,0,0
MAG,34.0,5,0.431,0,28.7,0,0,0
HUL,34.0,8,0.134,2,28.7,0,0,0
PER,35.0,1,18.099,2,28.7,0,0,0
NOR,34.0,7,0.467,1,28.7,0,0,0
ALO,35.0,1,17.036,2,28.7,0,0,0
LEC,35.0,2,-21.404,2,28.7,0,0,0
OCO,34.0,2,-41.897,2,28.7,0,0,0
SAI,35.0,4,-0.034,2,28.7,0,0,0
HAM,35.0,5,-1.304,2,28.7,0,0,0
STR,35.0,5,0.353,2,28.7,0,0,0
RUS,35.0,4,0.281,2,28.7,0,0,0
BOT,35.0,6,0.043,2,28.7,0,0,0
ALB,35.0,9,0.023,2,28.7,0,0,0
GAS,35.0,10,0.066,2,28.7,0,0,0
TSU,35.0,9,0.033,2,28.7,0,0,0
SAR,35.0,5,0.127,2,28.7,0,0,0
DEV,35.0,8,-0.143,2,28.7,0,0,0
VER,36.0,22,3.114,0,28.7,0,0,0
ZHO,35.0,3,0.513,0,28.7,0,0,0
MAG,35.0,6,-0.068,0,28.7,0,0,0
HUL,35.0,9,0.198,2,28.7,0,0,0
NOR,35.0,8,-0.117,1,28.7,0,0,0
PER,36.0,2,-21.965,2,28.7,0,0,0
LEC,36.0,3,-0.76,2,28.7,0,0,0
OCO,35.0,3,0.167,2,28.7,0,0,0
SAI,36.0,5,0.265,2,28.7,0,0,0
HAM,36.0,6,-0.285,2,28.7,0,0,0
ALO,36.0,2,-21.233,2,28.7,0,0,0
STR,36.0,6,0.199,2,28.7,0,0,0
RUS,36.0,5,0.015,2,28.7,0,0,0
BOT,36.0,7,0.01,2,28.7,0,0,0
ALB,36.0,10,0.192,2,28.7,0,0,0
GAS,36.0,11,0.096,2,28.7,0,0,0
TSU,36.0,10,-0.104,2,28.7,0,0,0
SAR,36.0,6,-0.312,2,28.7,0,0,0
DEV,36.0,9,0.083,2,28.7,0,0,0
ZHO,36.0,4,0.407,0,28.7,0,0,0
VER,37.0,1,17.526,2,28.7,0,0,0
MAG,36.0,7,0.294,0,28.7,0,0,0
HUL,36.0,10,0.152,2,28.7,0,0,0
NOR,36.0,9,2.016,1,28.7,0,0,1
PER,37.0,3,-0.476,2,28.7,0,0,0
LEC,37.0,4,-0.143,2,28.7,0,0,0
OCO,36.0,4,0.4,2,28.7,0,0,0
SAI,37.0,6,-0.576,2,28.7,0,0,0
HAM,37.0,7,0.842,2,28.7,0,0,0
ALO,37.0,3,1.275,2,28.7,0,0,0
STR,37.0,7,-0.04,2,28.7,0,0,0
RUS,37.0,6,0.215,2,28.7,0,0,0
BOT,37.0,8,-0.053,2,28.7,0,0,0
ALB,37.0,11,-0.138,2,28.7,0,0,0
GAS,37.0,12,-0.051,2,28.7,0,0,0
TSU,37.0,11,0.016,2,28.7,0,0,0
SAR,37.0,7,0.114,2,28.7,0,0,0
DEV,37.0,10,0.217,2,28.7,0,0,0
ZHO,37.0,5,0.046,0,28.7,0,0,0
MAG,37.0,8,0.244,0,28.7,0,0,0
HUL,37.0,11,-0.137,2,28.7,0,0,0
VER,38.0,2,-22.193,2,28.7,0,0,0
NOR,37.0,10,0.311,1,28.7,0,0,0
PER,38.0,4,0.087,2,28.7,0,0,0
LEC,38.0,5,0.0,2,28.7,0,0,0
OCO,37.0,5,-0.026,2,28.7,0,0,0
SAI,38.0,7,0.314,2,28.7,0,0,0
HAM,38.0,8,0.916,2,28.7,0,0,0
ALO,38.0,4,-0.429,2,28.7,0,0,0
STR,38.0,8,-0.406,2,28.7,0,0,0
RUS,38.0,7,-0.162,2,28.7,0,0,0
BOT,38.0,9,-0.116,2,28.7,0,0,0
ALB,38.0,12,0.292,2,28.7,0,0,0
GAS,38.0,13,-0.025,2,28.7,0,0,0
TSU,38.0,12,0.009,2,28.7,0,0,0
SAR,38.0,8,0.184,2,28.7,0,0,0
DEV,38.0,11,-0.044,2,28.7,0,0,0
ZHO,38.0,6,0.419,0,28.7,0,0,0
MAG,38.0,9,0.305,0,28.7,0,0,0
HUL,38.0,12,0.083,2,28.7,0,0,0
VER,39.0,3,0.149,2,28.7,0,0,0
NOR,38.0,1,28.485,2,28.7,0,0,0
PER,39.0,5,-0.002,2,28.7,0,0,0
LEC,39.0,6,0.117,2,28.7,0,0,0
OCO,38.0,6,-0.122,2,28.7,0,0,0
SAI,39.0,8,-0.041,2,28.7,0,0,0
ALO,39.0,5,0.241,2,28.7,0,0,0
HAM,39.0,9,-0.826,2,28.7,0,0,0
STR,39.0,9,0.182,2,28.7,0,0,0
RUS,39.0,8,-0.165,2,28.7,0,0,0
BOT,39.0,10,0.126,2,28.7,0,0,0
ALB,39.0,13,0.016,2,28.7,0,0,1
GAS,39.0,14,0.429,2,28.7,0,0,1
TSU,39.0,13,0.335,2,28.7,0,0,1
SAR,39.0,9,-0.044,2,28.7,0,0,1
DEV,39.0,12,0.156,2,28.7,0,0,0
ZHO,39.0,7,-0.054,0,28.7,0,0,0
MAG,39.0,10,0.284,0,28.7,0,0,1
HUL,39.0,13,-0.007,2,28.7,0,0,1
VER,40.0,4,0.496,2,28.7,0,0,0
PER,40.0,6,0.685,2,28.7,0,0,0
OCO,39.0,7,0.307,2,28.7,0,0,0
SAI,40.0,9,0.184,2,28.7,0,0,0
ALO,40.0,6,-0.035,2,28.7,0,0,0
HAM,40.0,10,0.016,2,28.7,0,0,0
NOR,39.0,2,-30.335,2,28.7,0,0,0
STR,40.0,10,0.46,2,28.7,0,0,0
RUS,40.0,9,0.59,2,28.7,0,0,0
BOT,40.0,11,12.592,2,28.7,0,0,0
ALB,40.0,14,11.831,2,28.7,0,0,0
GAS,40.0,15,11.17,2,28.7,0,0,0
TSU,40.0,14,11.931,2,28.7,0,0,0
SAR,40.0,10,15.782,2,28.7,0,0,0
DEV,40.0,13,15.009,2,28.7,0,0,0
ZHO,40.0,8,15.088,0,28.7,0,0,0
MAG,40.0,11,19.21,0,28.7,0,0,0
HUL,40.0,14,20.505,2,28.7,0,0,0
VER,41.0,5,23.553,2,28.7,0,0,0
PER,41.0,7,26.408,2,28.7,0,0,0
OCO,40.0,8,30.5,2,28.7,0,0,1
SAI,41.0,10,28.849,2,28.7,0,0,0
ALO,41.0,7,29.505,2,28.7,0,0,0
HAM,41.0,11,28.997,2,28.7,0,0,0
NOR,40.0,3,29.623,2,28.7,0,0,0
STR,41.0,11,28.893,2,28.7,0,0,0
RUS,41.0,10,28.208,2,28.7,0,0,0
BOT,41.0,12,4.905,2,28.7,0,0,0
ALB,41.0,1,18.482,0,28.7,0,0,0
GAS,41.0,1,18.837,0,28.7,0,0,0
TSU,41.0,1,20.432,0,28.7,0,0,0
SAR,41.0,1,11.861,0,28.7,0,0,0
DEV,41.0,14,0.815,2,28.7,0,0,0
ZHO,41.0,9,-0.956,0,28.7,0,0,0
MAG,41.0,1,4.75,0,28.7,0,0,0
HUL,41.0,1,6.586,0,28.7,0,0,0
VER,42.0,6,-15.671,2,28.7,0,0,0
PER,42.0,8,-23.865,2,28.7,0,0,0
OCO,41.0,9,-25.339,2,28.7,0,0,0
SAI,42.0,11,-29.061,2,28.7,0,0,0
ALO,42.0,8,-30.379,2,28.7,0,0,0
HAM,42.0,12,-29.43,2,28.7,0,0,0
NOR,41.0,4,-31.265,2,28.7,0,0,0
STR,42.0,12,-29.511,2,28.7,0,0,0
RUS,42.0,11,-29.258,2,28.7,0,0,0
BOT,42.0,13,-17.545,2,28.7,0,0,0
ALB,42.0,2,-31.448,0,28.7,0,0,0
GAS,42.0,2,-33.476,0,28.7,0,0,0
DEV,42.0,15,-14.486,2,28.7,0,0,0
ZHO,42.0,10,-12.596,0,28.7,0,0,0
TSU,42.0,2,-34.145,0,28.7,0,0,0
SAR,42.0,2,-29.577,0,28.7,0,0,0
VER,43.0,7,-7.934,2,28.7,0,0,0
MAG,42.0,2,-26.076,0,28.7,0,0,0
PER,43.0,9,-3.103,2,28.7,0,0,0
HUL,42.0,2,-28.659,0,28.7,0,0,0
SAI,43.0,12,-0.081,2,28.7,0,0,0
ALO,43.0,9,0.577,2,28.7,0,0,0
HAM,43.0,13,0.05,2,28.7,0,0,0
NOR,42.0,5,-0.037,2,28.7,0,0,0
STR,43.0,13,0.006,2,28.7,0,0,0
RUS,43.0,12,0.445,2,28.7,0,0,0
BOT,43.0,14,0.077,2,28.7,0,0,0
GAS,43.0,3,0.874,0,28.7,0,0,0
ALB,43.0,3,-0.067,0,28.7,0,0,0
TSU,43.0,3,0.391,0,28.7,0,0,0
DEV,43.0,16,0.304,2,28.7,0,0,0
ZHO,43.0,11,-1.593,0,28.7,0,0,0
SAR,43.0,3,0.764,0,28.7,0,0,0
VER,44.0,8,-0.654,2,28.7,0,0,0
MAG,43.0,3,0.471,0,28.7,0,0,0
PER,44.0,10,0.424,2,28.7,0,0,0
HUL,43.0,3,0.177,0,28.7,0,0,0
SAI,44.0,13,0.095,2,28.7,0,0,0
ALO,44.0,10,0.111,2,28.7,0,0,0
HAM,44.0,14,-0.063,2,28.7,0,0,0
NOR,43.0,6,0.019,2,28.7,0,0,0
STR,44.0,14,-0.005,2,28.7,0,0,0
RUS,44.0,13,0.117,2,28.7,0,0,0
BOT,44.0,15,0.055,2,28.7,0,0,0
GAS,44.0,4,-0.15,0,28.7,0,0,0
ALB,44.0,4,0.183,0,28.7,0,0,0
TSU,44.0,4,-0.018,0,28.7,0,0,0
ZHO,44.0,12,-0.337,0,28.7,0,0,0
DEV,44.0,17,-0.589,2,28.7,0,0,0
SAR,44.0,4,0.606,0,28.7,0,0,0
VER,45.0,9,0.779,2,28.7,0,0,0
MAG,44.0,4,-0.354,0,28.7,0,0,0
PER,45.0,11,-0.05,2,28.7,0,0,0
HUL,44.0,4,0.283,0,28.7,0,0,0
SAI,45.0,14,2.172,2,28.7,0,0,0
ALO,45.0,11,0.909,2,28.7,0,0,0
HAM,45.0,15,0.613,2,28.7,0,0,0
NOR,44.0,7,0.532,2,28.7,0,0,0
STR,45.0,15,-0.077,2,28.7,0,0,0
RUS,45.0,14,-0.281,2,28.7,0,0,0
BOT,45.0,16,-0.18,2,28.7,0,0,0
GAS,45.0,5,0.394,0,28.7,0,0,0
ALB,45.0,5,0.176,0,28.7,0,0,0
TSU,45.0,5,0.011,0,28.7,0,0,0
ZHO,45.0,13,-0.024,0,28.7,0,0,0
SAR,45.0,5,0.055,0,28.7,0,0,0
DEV,45.0,18,-0.699,2,28.7,0,0,0
VER,46.0,10,-0.314,2,28.7,0,0,0
MAG,45.0,5,0.538,0,28.7,0,0,0
PER,46.0,12,0.329,2,28.7,0,0,0
HUL,45.0,5,0.238,0,28.7,0,0,0
ALO,46.0,12,-0.844,2,28.7,0,0,0
SAI,46.0,15,-1.717,2,28.7,0,0,0
HAM,46.0,16,0.118,2,28.7,0,0,0
NOR,45.0,8,0.207,2,28.7,0,0,0
STR,46.0,16,0.34,2,28.7,0,0,0
RUS,46.0,15,0.255,2,28.7,0,0,0
BOT,46.0,17,0.142,2,28.7,0,0,0
GAS,46.0,6,-0.145,0,28.7,0,0,0
ALB,46.0,6,0.074,0,28.7,0,0,0
TSU,46.0,6,0.237,0,28.7,0,0,0
ZHO,46.0,14,0.386,0,28.7,0,0,0
SAR,46.0,6,0.979,0,28.7,0,0,0
DEV,46.0,19,-0.018,2,28.7,0,0,0
VER,47.0,11,0.308,2,28.7,0,0,0
MAG,46.0,6,0.463,0,28.7,0,0,0
PER,47.0,13,-0.596,2,28.7,0,0,0
HUL,46.0,6,2.658,0,28.7,0,0,0
ALO,47.0,13,0.239,2,28.7,0,0,0
SAI,47.0,16,0.378,2,28.7,0,0,0
HAM,47.0,17,0.738,2,28.7,0,0,0
NOR,46.0,9,0.23,2,28.7,0,0,1
STR,47.0,17,-0.305,2,28.7,0,0,0
RUS,47.0,16,-0.139,2,28.7,0,0,0
BOT,47.0,18,-0.015,2,28.7,0,0,0
GAS,47.0,7,0.079,0,28.7,0,0,0
ALB,47.0,7,-0.032,0,28.7,0,0,0
TSU,47.0,7,0.101,0,28.7,0,0,0
ZHO,47.0,15,1.217,0,28.7,0,0,0
SAR,47.0,7,-1.214,0,28.7,0,0,0
DEV,47.0,20,0.05,2,28.7,0,0,0
VER,48.0,12,-0.091,2,28.7,0,0,0
MAG,47.0,7,0.04,0,28.7,0,0,0
PER,48.0,14,0.198,2,28.7,0,0,0
HUL,47.0,7,-3.166,0,28.7,0,0,0
ALO,48.0,14,-0.543,2,28.7,0,0,0
SAI,48.0,17,-0.325,2,28.7,0,0,0
HAM,48.0,18,-0.673,2,28.7,0,0,0
NOR,47.0,10,2.777,2,28.7,0,0,0
STR,48.0,18,0.191,2,28.7,0,0,0
RUS,48.0,17,0.088,2,28.7,0,0,0
BOT,48.0,19,-0.315,2,28.7,0,0,0
GAS,48.0,8,0.248,0,28.7,0,0,0
ALB,48.0,8,0.139,0,28.7,0,0,0
TSU,48.0,8,-0.121,0,28.7,0,0,0
SAR,48.0,8,-0.159,0,28.7,0,0,0
ZHO,48.0,16,-0.957,0,28.7,0,0,0
DEV,48.0,21,1.52,2,28.7,0,0,0
VER,49.0,13,0.044,2,28.7,0,0,0
MAG,48.0,8,-0.022,0,28.7,0,0,0
PER,49.0,15,0.19,2,28.7,0,0,0
HUL,48.0,8,0.28,0,28.7,0,0,0
ALO,49.0,15,-0.057,2,28.7,0,0,0
SAI,49.0,18,-0.132,2,28.7,0,0,0
HAM,49.0,19,0.11,2,28.7,0,0,0
NOR,48.0,1,26.472,0,28.7,0,0,0
STR,49.0,19,0.103,2,28.7,0,0,0
RUS,49.0,18,0.198,2,28.7,0,0,0
BOT,49.0,20,0.35,2,28.7,0,0,0
GAS,49.0,9,0.435,0,28.7,0,0,0
ALB,49.0,9,-0.075,0,28.7,0,0,0
TSU,49.0,9,0.29,0,28.7,0,0,0
SAR,49.0,9,0.157,0,28.7,0,0,0
ZHO,49.0,17,0.032,0,28.7,0,0,0
VER,50.0,14,0.288,2,28.7,0,0,0
DEV,49.0,22,-1.456,2,28.7,0,0,0
MAG,49.0,9,0.132,0,28.7,0,0,0
PER,50.0,16,0.682,2,28.7,0,0,0
HUL,49.0,9,-0.009,0,28.7,0,0,0
ALO,50.0,16,-0.395,2,28.7,0,0,0
SAI,50.0,19,-0.161,2,28.7,0,0,0
HAM,50.0,20,-0.184,2,28.7,0,0,0
STR,50.0,20,-0.163,2,28.7,0,0,0
RUS,50.0,19,-0.335,2,28.7,0,0,0
BOT,50.0,21,-0.14,2,28.7,0,0,0
GAS,50.0,10,-0.252,0,28.7,0,0,0
NOR,49.0,2,-27.825,0,28.7,0,0,0
ALB,50.0,10,0.086,0,28.7,0,0,0
TSU,50.0,10,0.096,0,28.7,0,0,0
SAR,50.0,10,0.065,0,28.7,0,0,0
ZHO,50.0,18,1.265,0,28.7,0,0,0
VER,51.0,15,0.177,2,28.7,0,0,0
DEV,50.0,23,0.104,2,28.7,0,0,0
MAG,50.0,10,0.576,0,28.7,0,0,0
PER,51.0,17,-0.682,2,28.7,0,0,0
HUL,50.0,10,0.165,0,28.7,0,0,0
ALO,51.0,17,0.629,2,28.7,0,0,0
SAI,51.0,20,0.068,2,28.7,0,0,0
HAM,51.0,21,0.244,2,28.7,0,0,0
STR,51.0,21,0.478,2,28.7,0,0,0
RUS,51.0,20,0.442,2,28.7,0,0,0
BOT,51.0,22,0.106,2,28.7,0,0,0
GAS,51.0,11,0.084,0,28.7,0,0,0
NOR,50.0,3,-3.823,0,28.7,0,0,0
ALB,51.0,11,0.032,0,28.7,0,0,0
TSU,51.0,11,0.082,0,28.7,0,0,0
SAR,51.0,11,0.182,0,28.7,0,0,0
VER,52.0,16,-0.508,2,28.7,0,0,0
ZHO,51.0,19,-1.174,0,28.7,0,0,0
DEV,51.0,24,1.386,2,28.7,0,0,0
MAG,51.0,11,-0.158,0,28.7,0,0,0
PER,52.0,18,0.013,2,28.7,0,0,0
HUL,51.0,11,0.064,0,28.7,0,0,0
ALO,52.0,18,0.05,2,28.7,0,0,0
SAI,52.0,21,-0.182,2,28.7,0,0,0
HAM,52.0,22,-0.211,2,28.7,0,0,0
STR,52.0,22,-0.287,2,28.7,0,0,0
RUS,52.0,21,-0.236,2,28.7,0,0,0
BOT,52.0,23,0.131,2,28.7,0,0,0
GAS,52.0,12,0.256,0,28.7,0,0,0
NOR,51.0,4,0.565,0,28.7,0,0,0
ALB,52.0,12,0.134,0,28.7,0,0,0
TSU,52.0,12,-0.116,0,28.7,0,0,0
SAR,52.0,12,-0.016,0,28.7,0,0,0
VER,53.0,17,-0.029,2,28.7,0,0,0
ZHO,52.0,20,-0.006,0,28.7,0,0,0
MAG,52.0,12,-0.194,0,28.7,0,0,0
DEV,52.0,25,-0.145,2,28.7,0,0,0
PER,53.0,19,0.283,2,28.7,0,0,0
HUL,52.0,12,0.611,0,28.7,0,0,0
ALO,53.0,19,0.0,2,28.7,0,0,0
SAI,53.0,22,0.17,2,28.7,0,0,0
HAM,53.0,23,0.185,2,28.7,0,0,0
STR,53.0,23,0.8,2,28.7,0,0,0
RUS,53.0,22,0.252,2,28.7,0,0,0
BOT,53.0,24,-0.091,2,28.7,0,0,0
GAS,53.0,13,0.088,0,28.7,0,0,0
NOR,52.0,5,0.33,0,28.7,0,0,0
ALB,53.0,13,-0.083,0,28.7,0,0,0
TSU,53.0,13,0.085,0,28.7,0,0,0
SAR,53.0,13,0.206,0,28.7,0,0,0
VER,54.0,18,-0.212,2,28.7,0,0,0
ZHO,53.0,21,-0.079,0,28.7,0,0,1
MAG,53.0,13,0.019,0,28.7,0,0,0
PER,54.0,20,-0.049,2,28.7,0,0,0
DEV,53.0,26,-1.18,2,28.7,0,0,0
HUL,53.0,13,0.15,0,28.7,0,0,0
ALO,54.0,20,0.589,2,28.7,0,0,0
SAI,54.0,23,0.034,2,28.7,0,0,0
HAM,54.0,24,0.088,2,28.7,0,0,0
STR,54.0,24,-0.782,2,28.7,0,0,0
RUS,54.0,23,0.082,2,28.7,0,0,0
BOT,54.0,25,-0.118,2,28.7,0,0,0
GAS,54.0,14,0.243,0,28.7,0,0,0
NOR,53.0,6,0.348,0,28.7,0,0,1
ALB,54.0,14,0.002,0,28.7,0,0,0
TSU,54.0,14,0.045,0,28.7,0,0,0
SAR,54.0,14,0.274,0,28.7,0,0,0
VER,55.0,19,-0.356,2,28.7,0,0,0
ZHO,54.0,22,3.333,0,28.7,0,0,0
MAG,54.0,14,1.669,0,28.7,0,0,0
PER,55.0,21,-0.204,2,28.7,0,0,0
DEV,54.0,27,-0.265,2,28.7,0,0,0
HUL,54.0,14,0.391,0,28.7,0,0,0
ALO,55.0,21,0.063,2,28.7,0,0,0
SAI,55.0,24,0.127,2,28.7,0,0,0
HAM,55.0,25,-0.121,2,28.7,0,0,0
STR,55.0,25,0.104,2,28.7,0,0,0
RUS,55.0,24,-0.063,2,28.7,0,0,0
BOT,55.0,26,0.069,2,28.7,0,0,0
GAS,55.0,15,0.337,0,28.7,0,0,0
NOR,54.0,7,3.289,0,28.7,0,0,0
ALB,55.0,15,0.023,0,28.7,0,0,0
TSU,55.0,15,0.225,0,28.7,0,0,0
SAR,55.0,15,0.38,0,28.7,0,0,0
VER,56.0,20,0.883,2,28.7,0,0,0
ZHO,55.0,1,25.706,0,28.7,0,0,0
PER,56.0,22,-0.527,2,28.7,0,0,0
MAG,55.0,15,-1.205,0,28.7,0,0,0
DEV,55.0,28,0.354,2,28.7,0,0,0
HUL,55.0,15,0.106,0,28.7,0,0,0
ALO,56.0,22,-0.189,2,28.7,0,0,0
SAI,56.0,25,0.305,2,28.7,0,0,0
HAM,56.0,26,0.156,2,28.7,0,0,0
STR,56.0,26,0.409,2,28.7,0,0,0
RUS,56.0,25,-0.224,2,28.7,0,0,0
BOT,56.0,27,0.353,2,28.7,0,0,0
GAS,56.0,16,0.286,0,28.7,0,0,0
NOR,55.0,1,25.058,0,28.7,0,0,0
ALB,56.0,16,0.356,0,28.7,0,0,0
TSU,56.0,16,0.157,0,28.7,0,0,0
SAR,56.0,16,1.31,0,28.7,0,0,0
VER,57.0,21,-0.832,2,28.7,0,0,0
PER,57.0,23,-0.007,2,28.7,0,0,0
MAG,56.0,16,0.333,0,28.7,0,0,0
DEV,56.0,29,-0.078,2,28.7,0,0,0
HUL,56.0,16,0.642,0,28.7,0,0,0
ALO,57.0,23,-0.051,2,28.7,0,0,0
ZHO,56.0,2,-33.677,0,28.7,0,0,0
SAI,57.0,26,-0.105,2,28.7,0,0,0
HAM,57.0,27,0.144,2,28.7,0,0,0
STR,57.0,27,-0.119,2,28.7,0,0,0
RUS,57.0,26,0.131,2,28.7,0,0,0
BOT,57.0,28,0.247,2,28.7,0,0,0
GAS,57.0,17,0.302,0,28.7,0,0,0
ALB,57.0,17,-0.022,0,28.7,0,0,0
TSU,57.0,17,0.144,0,28.7,0,0,0
